,True Values,Content
331,real,peza caap ink accord to put up aerotropolis ecozones for aviation industry 
332,real,what will be the role of duterte in isko moreno has been courting duterte for his endorsement i think this will be a unique election until duterte endorses one via live 
333,real,sa botong idineklara nitong unconstitutional ang utos ng comelec na alisin ang nasabing tarpaulin na inilagay sa pader sa harapan ng san sebastian cathedral sa bacolod city noong pebrero 
334,real,nanawagan ang gabriela kay pangulong duterte na agad na pirmahan ang panukalang expanded maternity leave ng social security system at huwag itong i veto gaya ng ibang panukalang inaprubahan ng kongreso ayon kay rep emmi de jesus dumaan sa masusing pagsusuri ang panukala na mas mabigat umano kaysa sa ilang bulong kay duterte bakit biglang ikokonsidera ng pangulo ang ilang bulong at panukala na kontra sa hiling ng mga kababaihang manggagawa he should sign it now ani de jesus sinabi ni de jesus na hindi dapat gamitin ang kapalpakan ng sss na makakolekta upang hindi mapaganda ang benepisyo ng mga miyembro nito o kaya ay taasan pa ang ikinakaltas sa suweldo ng mga empleyado instead of floating the cost why not find ways to the plug the leaks at sss by improving collection rate and dispose costly idle assets bakit kailangang pagkaitan ang mga buntis dahil sa koleksyong mintis tanong ni de jesus naniniwala naman si rep arlene brosas na pinalobo ng sss ang inaasahang gastos nito sa expanded maternity benefit sa p bilyon upang makumbinsi ang pangulo na i veto ang panukala tandaan natin na karamihan ng sss members ay minimum wage earners kaya mababa lang talaga ang salary credit bukod sa less than percent lang talaga ang nag aavail ng maternity leave sa kasalukuyan ani brosas sa ilalim ng expanded maternity benefits gagawin ng araw ang maternity leave mula sa araw if president duterte vetoes the bill he should expect a loud outrage by mothers who have long demanded the passage of the expanded maternity leave dagdag pa ni brosas 
335,real,look peace covenant signing of the presidential candidates 
336,real,magsa side trip din ang dalawa sa bayan ng maria aurora para makita ang millenium tree na sinasabing pinakamalaki at pinakamatandang puno ng balete sa asya madidiskubre rin nila ang dicasalarin cove na bukod sa may private beach at light house ay artist s haven din gutom naman ang magdadala kay iya sa kusina luntian isang bahay kubo na pag aari ni biboy cruz isa siyang city boy turned surfer na nagtayo ng maliit na kainan para sa kanyang surfing lifestyle dito ay naghahanda siya ng kanyang sariling version ng tapsilog at patok na pako salad si solenn naman ay bibisita kay nanay pacing na sikat dahil sa kaniyang peanut butter atsara at coco jam 
337,real,presidential candidate leody de guzman explains how he will use the wealth tax a one time percent tax on the top richest families of the philippines to fund his recovery plan for the country 
338,fake,new zealand prime minister neither praised former senator nor expressed support for his presidential bid as opposed to the claim of a circulating quote card we the fake graphic here 
339,fake,itinanggi ng na sa kanila galing ang isang quote card na may pekeng quote ni sen cynthia villar 
340,fake,nahukay ng mga otoridad ang kalansay ng lumad na si datu ula salngani na pinatay noong si salangani ay miyembro noon ng militia ng bayan ng new people s army npa pero pinaslang ng mga kasamahan niyang komunista matapos mapaghinalaang nakikipagsabwatan sa militar sa sunbmit namin ang mga evidence na nakalap namin ngayon sa ating task force para ipunin nila ang mga nakalap na ebidensiya hindi lamang dito sa davao city o davao region kundi sa buong pilipinas para pagtibayain pa ang pagpa file ng complaint against the communist terrorist groups sa kanilang violation sa human rights sabi ni regional director pro xi pcsupt marcelo morales may listahan ako sa lahat ng mga lumad na pinatay dito sa talaingod masakit sa akin na unti unting pinapatay ang aking mga kanayon pahayag ni bae pilar libayao basahin ang ilang sa mga reaksyon ng kababayan natin sa sinapit ng kawawang lumad sa kamay ng npa source ptv pna 
341,real,still unanswered how the aspirants would lead the new ofw department via updates 
342,real,opinion there s a black hole in lacson s mr clean image read the full piece by rappler regional head live updates 
343,fake,under the juvenile justice and welfare act youth offenders aged to who were proven to have committed crimes with discernment may be held criminally liable and subjected to appropriate proceedings 
344,real,on why he should win as president de guzman says he is a labor leader who fights for pro labor agenda for over three decades politika ng mga mamamayan hindi ng iilan via live updates 
345,fake,a fake quote attributed to senate hopeful chel diokno s daughter is making rounds on social media misleading readers into thinking she was angered by her father s answer in a senatorial debate read 
346,real,it s time na pakinggan mo ang problems ng iba it doesn t mean na iso solve mo ang mga iyon but listening is also helping capricorn dec jan 
347,fake,the philippine delegation did not share a unified stance with from issues involving the tobacco industry s role in public health to the health effects of read more about their conflicting statements here 
348,fake,nabuo na ang isa sa dalawang barkong pandigma na binili ng pilipinas sa south korea ang mga barko ay pinangalanan na brp jose rizal ff at brp antonio luna ff ito raw ang pinakamalakas na warship ng ating bansa at magsisilbi na pang depensa sa teritoryo ng pilipinas ang mga barko ay ginawa ng south korean company na hyundai heavy industries na nagkakahalaga ng p billion ang kontrata sa naturang proyekto ay pinirmahan noong october ng philippine s department of national defense philippine navy high command officials hyundai heavy industries executives at ng south korean ambassador to the philippines sa philippine navy headquarters sa maynila ilan sa mga ipinagmamalaki na armas ng barko ay ang milimeter main gun at calibre remote controlled gun mayroon din itong anti ship system anti aircraft missiles sonar systems at torpedo command management system cms na nagsisilbing utak ng warships she brp jose rizal is the first combat ship to be designed and acquired for the philippine navy along with her sister ship the brp antonio luna ff whose steel cutting is also scheduled for this week pahayag ni navy spokesperson captain jonathan zata panoorin mga bagong barkong pandigma ng pilipinas papangalanang brp jose rizal at brp antonio luna 
349,real,lacson says he will sign bill creating the boracay island development authority into law para sa tourism area magkaroon tayo ng tourism estate mentality dahil may pandemya pwede ring mag shift to domestic tourism live updates 
350,real,nationwide vaccination of younger kids to begin feb official 
351,fake,it is the best that the senate blue ribbon committee resume its investigation in order that those named in the video mr duterte and agriculture undersecretary waldo carpio can clear their names ganito ang isa sa mga naging pahayag ni senate minority leader franklin drilon sa kapihan forum sa senado nitong huwebes mula sa ulat ng inquirer ang suhestyon na ito ay sinabi ni drilon matapos umanong kumalat sa mga balita gayundin sa social media ang isang video kung saan idinadawit ang dating bise alkalde ng davao city at anak ni pangulong duterte na si paolo duterte na may kinalaman umano ito sa mga transaksyon ng ilegal na droga matatandaang noong setyembre ay dumalo si duterte sa isang hearing ng committee tungkol sa umano y smuggling ng may p milyong halaga ng shabu sa bansa the senate blue ribbon committee will provide him paolo duterte with the opportunity to disprove all of these allegations which to him are invented and unfounded dagdag pa ni drilon samantala sa kanyang social media account ay may patutsada naman si paolo duterte sa isang tinawag niyang j s kaugnay ng nabanggit na video na nagdadawit sa kanyang pangalan sa mga transaksyon ng ilegal na droga mula sa ulat ng philstar global wow ha kung makaimbento ka wagas galit ka kay waldo kasi binabara niya lahat ng smuggling mo ng bigas at asukal diba js galit ka sa akin kasi diba hindi kita pinansin sa eroplano kasi hambog ka ngayon pansinin na kita kasama ng kamay ko na kasinglaki ng mukha mo kapag nangyari iyan yan ang totoong balita ani paolo duterte sa kanyang facebook page ayon naman kay philippine national police chief oscar albayalde kwestyunable umano ang timing at motibo sa likod ng nasabing kumakalat na video na lumabas isang buwan bago ang midterm elections i don t even know if that is admissible in court because anybody can do that video we are warning netizens of these videos that are self serving ani albayalde source inq philstar 
352,fake,edited ang mga larawang kumakalat na diumano y si ferdinand marcos jr 
353,fake,isinugod at naratay sa ospital si spo mario asilo matapos maparusahan ni manila police district mpd special weapons and tactics swat chief inspector reynante parlade base sa salaysay ni asilo sumaludo daw ito sa opisyal pero ng tanungin siya kung kilala daw ba niya ang mga opisyal na agad naman sinagot ng hindi ay dito na siya pinarusahan ni parlade habang ginagawa ang parusa ay biglang hinimatay si asilo ayon sa kapatid ni asilo may sakit sa puso ang biktima yung victim habang naglalakad siya passed by doon sa grupo ng mga officers at siguro hindi siya naka render ng salute so form of punishmentment pinag squat thrust ata siya sabi ni mpd chief pcr p supt carlo magno manuel batikos mula sa mga netizens naman ang inabot ni parlade isang uri bang power tripping ang ginawa ni parlade kay asilo kayo na po ang humatol source gma news 
354,real,lacson na kung saan makapag attract at ma develop talaga yung tourism especially yung boracay kilala sa buong mundo via 
355,real,we are seeing an uptick of extreme weather events to the tune of about a tripling since the s 
356,real,leonen said that aside from the who tested positive under sc administered tests others may have tested positive also from other doh accredited clinics via 
357,fake,hindi sa international criminal court kundi sa permanent court of arbitration inihain ng pilipinas ang kaso laban sa china kaugnay ng sigalot sa west philippine sea 
358,fake,find out how we fact checked the video in this story 
359,real,senentensiyahan ng korte ang retired military doctor na si norberto atilio bianco ng taon at ang midwife na si yolanda arroche ng pitong taon sila ay nilitis sa pagtatrabaho sa isang lihim na paanakan sa campo de mayo prison sa panahon ng diktadurya dinukot ng militar ang mga buntis pinosasan piniringan at ikinulong hanggang manganak ang kanilang mga anak ay ibinigay sa military staff o mga tagasuporta ng gobyerno dala ang mga pekeng pangalan hinatulan din ng korte si santiago omar riveros at dating diktador na si reynaldo bignone ng at taon ayon sa pagkakasunod nahaharap sila sa habamubuhay na pagkakakulong sa iba pang krimen laban sa sangkatauhan 
360,real,new highly virulent hiv strain discovered in the netherlands 
361,real,japan must quadruple foreign workers by to meet growth target report 
362,real,ang pagsasanib ay kinabibilangan ng pagpapabuti sa department of social welfare and development s dswd national resource operation center sa pasay city at sa kanyang mga bodega sa mga rehiyon sa pag preposition ng relief items at operational support equipment gayundin ang development at implementasyon ng mga training program ng gobyerno na nagbibigay diin sa disaster response logistics at supply chain management 
363,real,during the kbp presidential candidates forum presidential aspirant manila mayor said it is not impossible to fix the government s fiscal problems 
364,real,chr hopes media security vanguards will protect journalists in 
365,fake,voters in singapore are to mail their ballots to the philippine embassy where comelec officials feed the ballots to the vote counting machines contrary to a facebook post claiming the use of ballot boxes read more 
366,fake,icymi the manipulated image of comedian first surfaced in february and was debunked by netizens it was revived this month as local support for vp s bid for the presidency became more visible read the story here 
367,fake,the water containers for ovp s angat buhay are actually food grade water filters that used no toxic materials when they were made 
368,real,smart wi fi bulb mpow bluetooth headphones 
369,real,subalit iginiit ni deputy presidential spokesperson abigail valte na kailangan munang aprubahan ni justice secretary leila de lima ang panukala ni roxas dahil ang department of justice doj ang nangangasiwa sa bureau of corrections bucor na nagpapatakbo naman sa nbp 
370,real,pacquiao on online sabong yun pong online sabong bahagi ng kulturang pilipino kailangan po nating i regulate at ma manage ng gobyerno na lahat ng maglalaro may sapat nang kakayahan at edad hindi mga bata siguraduhin ng gobyerno na mababayaran ang buwis 
371,fake,ang mga wind farm sa ilocos norte ay mga proyekto ng mga pribadong kompanya gaya ng bangui windmills na pag aari ng northwind power development corporation 
372,fake,senate hopeful willie ong s claim that he ran for office with no endorsements from politicians needs context read more 
373,fake,a collage of photos taken during a caravan was edited to look like a motorcade for vp and presidential aspirant it was actually taken during a caravan by supporters of marcos jr read the here 
374,real,among the thousands of mail in ballots that were rejected in washington state during the election auditors have found that the votes of black residents were thrown out four times as often as those of white voters 
375,real,anong pakiramdam na nasa ibang bakuran na siya ano lang to guesting lang actually bago ako pumasok dito hindi ko alam yung wattpad eh ang alam ko lang parang mini series ito or teleserye hindi ko alam kuwento ni steven sa amin actually matagal nang nire request ng tv na mag guest ako sa kanila kaso busy ako sa la cage aux folles isang musical na ipinalabas sa rcbc plaza as in for the last months wala akong ginawa kundi panay lang rehearsals from mondays to fridays yung rehearsals namin mabuti pinayagan siya ng gma i think okay naman sila all i know may agreement sila na puwede namang mag guest yung mga artist ng gma sa tv sey ni steven wala ba naman siyang tampo sa gma knowing na ultimate survivor ng kanilang reality artista search wala namang mangyayari kung magtatampo ako mabilis na tugon ni steven actually naging busy din naman ako sa theater la cage is my third theater production at second sa works kasi yung first ko was greese and at that time wala akong masyadong ginawa so sabi ko mag theater na muna ako tapos nawala rin naman ako sa sunday all stars at hindi naman nila ako pinapakanta roon eh so sabi ko dahil ang passion ko naman is more on singing at madalas nangyayari sa akin sa sas pinasasayaw lang nila ako so nakapasok ako sa theater mahabang kuwento ng aktor maraming natutuhan sa teatro si steven aminin na natin na sa theater there s no money wala talagang pera at kinakain talaga yung oras mo pero you don t notice as in you ll really enjoy at talagang may fulfilment and i think after three musicals i ve grown a lot ang dami ngang nagsasabing parang gumanda raw yung boses ko mas gumaling ako sa mga performance ko so i think ang kapalit doon sa theater you don t get money but you get good experience sambit ng binata hindi ba siya naiinggit sa ibang artists ng gma na pinu push talaga meron naman meron naman tugon niya sana i push din naman nila yung ibang artists kasi at the end of the day lahat kami nasa isang network di ba sana mai push ng network ang lahat ng artists na parehas lang hindi lang isa kundi lahat leaving gma for good na ba siya kung ako ang tatanungin i wanna stay with gma as of now wala na akong kontrata sa kanila but we re still talking about the renewal of the contract nag exprire yung contract ko sa kanila nung february so ano ng plano 
376,real,for wealth tax he mentioned the people s initiative meron namang concrete plan pero alam niya sa sarili niya na mahihirapan siya lalo na hindi maipapadali ng congress na maipasa ito live 
377,real,chair justice marvic leonen said bar takers now taking exams in testing sites located in lgus all over the country bar exams scheduled this friday and sunday via 
378,fake,base sa records ng world bank at imf ang infrastructure projects ni marcos sr ay pinondohan ng loans na nagdulot ng paglobo ng foreign deficit sa billion noong 
379,real,sa kaniyang pagharap sa ikaw na ba the vice presidential interviews sinagot ni senate president kung bakit siya nararapat na maging susunod na pangalawang pangulo ng pilipinas 
380,real,good morning 
381,fake,a facebook post claimed naia was a project wrong the airport has existed long before ferdinand marcos took office terminal was constructed in but other terminals were built after his ouster in read how we it here 
382,real,sites ready for covid vaccination of ages pediatricians 
383,fake,the iloilo city police and army reservists in mindanao shared through facebook a post that falsely reported that comelec has disqualified six partylist groups under the makabayan bloc 
384,real,dalawang bumbero at isang retiradong pulis ang nasawi habang di bababa sa pito katao ang nasugatan nang salpukin ng pampasaherong bus ang isang utility vehicle sa lopez quezon biyernes ng gabi dead on the spot sina fo ronaldo alcala sfo cleto natano at retired police insp juanito untiveros ayon sa ulat ng quezon provincial police kabilang sa mga sugatan ang kasama nilang si roderick odi tauhan din ng bureau of fire protection sugatan din ang government employee na si reynold talain estudyanteng si aimee lerum marlex mendegorin dandy severa ariel cris principe at lenon earl tagulinao pawang mga pasahero ng p o passenger bus na sangkot sa salpukan naganap ang insidente dakong alas sa bahagi ng maharlika highway na sakop ng brgy pansol tinatahak nina alcala natano untiveros at odi ang direksyon patungong bicol lulan ng mitsubishi adventure wgc nang ang sasakya y masalpok ng p o bus uyd na dala ni julio mayores sa lakas ng impact ay napinsala ang adventure na minaneho ni alcala at naitulak pa ito patungo sa nissan urvan vx aao na dala ng isang senen regencia pati na sa isang bahay sa gilid ng kalsada itinakbo ng mga tauhan ng municipal disaster risk reduction and management office at bfp ang mga sugatan sa ospital lumabas sa inisyal na imbestigasyon na inunahan ng bus ang isa pang sasakyan sa isang kurbada hanggang sa nasalpok ang kasalubong na adventure ayon naman sa isang ulat sa radyo ang mga bumberong sakay ng adventure pawang mga residente ng tagkawayan quezon ay galing sa camp vicente lim laguna kung san sila nagsumite ng mga requirement para sa promotion sumama sa kanila ang anyos na si untiveros residente din ng tagkawayan para naman magpa proseso ng pensyon ayon sa ulat 
385,real,diseases with certified healthcare professionals this friday january at pm register now for free 
386,real,as amended by the senate committee on finance it will cover percent of the severely wasted and percent of partially wasted pati pondo kasi para sa pagkain ng mga bata sa paaralan ay kulang din there is also such a thing as budget malnutrition so dinagdagan namin ng pondo ayon kay escudero aniya prayoridad kasi ng gobyerno ang pagkain kumpara sa kakulangan ng mga silid aralan guro at kagamitang pang eskuwela ang naturang halaga ay dagdag na rin sa p bilyon na ibibigay ng department of social welfare and development dswd sa deped kaya aabot na ito sa kabuuang p bilyon balak ng dswd na mabigyan ng isang pagkain sa loob ng apat na buwan ang may milyong estudyante na hanggang limang taong gulang na nag aaral sa mga day care center suportado naman ni senator grace poe ang paglalaan ng karagdagang budget upang matiyak ang kalusugan ng kabataan sa bansa 
387,real,bagamat tumanggi na pangalanan ang limang personalidad na iniuugnay sa ilegal na aktbidad sinabi ni bi spokesperson atty elaine tan na agad na inatasan ni immigration chief siegfred mison na isailalim sila sa imbestigasyon matapos maimpormahan hinggil sa insidente na naganap sa isang condominium sa makati city noong disyembre 
388,real,mississippi governor tate reeves on wednesday signed a bill into law legalizing the use of medical marijuana for certain patients the state is has now become the th in the nation to enact laws legalizing the use of marijuana for medicinal purposes 
389,real,january inflation at percent psa shifts to as base year 
390,real,homegrown fast food giant jollibee will open its first restaurant in west malaysia on february 
391,fake,ang perang nabawi at nalikom ng presidential commission on good government mula sa nakaw na yaman ng mga marcos ay idineposito sa bureau of treasury 
392,real,pacquiao says to strengthen pcgg to recover remaining marcos ill gotten wealth kaya naghirap ang bansa natin dahil sa mga magnanakaw sa gobyerno watch 
393,fake,nagsalita na rin sa wakas si pangulong rodrigo duterte tungkol sa serye ng videos na nagpaparatang na sangkot umano sa droga ang ilang kaanak ng presidente magugunitang idinamay din sa naturang videos si veronica kitty duterte ang menor de edad na anak ng pangulo nagbanta ang pangulo ng pagganti sa mga taong nasa likod ng nasabing black propaganda videos kayong mga black propaganda pati yang anak ko na si veronica years old drug addict may ipalabas ako you just wait buwelta ng presidente duterte ayon sa presidente nakakuha siya ng intelligence report patungkol sa paggawa ng nasabing mapanirang video what you did not know is that you are being listened to habang ginagawa ninyo yang mga kalokohan niyo ilabas ko yan in a few days pine perfect ko lang ang ano it was an intelligence report not from us but from another country banta ng pangulo ang unang kabanata sa video series na may pamagat na ang totoong narco list ay nagsabing miyembro umano ng drug syndicate si presidential son paolo polong duterte nagpakita pa ito ng dokumento at pirma para patotohanan ang mga akusasyon pero agad itong nabutata nang lumutang si maguindanao mayor datu zamzamin para sabihin na ang pirma niya ay ninakaw at ginamit sa mga dokumentong ipinakita sa mapanirang video sa ikatlong kabanata ng video series ay pinaratangan din si dating special assistant to the president bong go na konektado din daw sa droga at may tattoo umano ito sa likod na katunayan na kasapi nga ito sa sindikato ang paratang na ito ay agad sinupalpal ni go nang ipakita niya ang kanyang likod na walang tattoo sa mga reporters panoorin ang talumpati ng presidente sa tuguegarao source gma pna datu zamzamin 
394,real,lacson on granting a franchise for online sabong e sabong should be studied deeply citing costs of gambling to family society via 
395,fake,a misleading facebook post by a certain ding velasco last may claimed that the liberal party lp will not get copies of election returns from commission on elections comelec read more 
396,fake,a facebook page posted a day after the elections an altered photo showing a woman offering mar roxas a rope tied into a noose 
397,real,watch live biden harris and first lady jill biden host event to reignite cancer moonshot program 
398,fake,facebook page attributed a fake quote that called voters bobo or stupid to senatorial bet mar roxas read more 
399,fake,ibinalita ng iba t ibang news agencies ang pagbisita ni leni robredo sa marawi noong november pagkatapos ng marawi siege bago nito ay binisita rin niya ang mga refugee noong june 
400,fake,taliwas sa pahayag ni bongbong marcos nasa pilipinas siya mula hanggang at nagsilbing opisyal sa ilocos norte sa mga panahong iyon 
401,real,hindi namin napanood ang nasabing episode ng a a dahil wala kami sa bansa pero kinumpirma ni bossing dmb na nag guest nga raw ang dalaga at may na pm din sa amin na maganda nga raw ang outcome at exposure ni jasmin pero hindi ito ang unang guesting ni jasmin sa abs cbn napanood na siya noon pa sa it s showtime at sa pagkakaalam din namin ay pinapayagan ng tv management ang mga artista nilang mag guest sa ibang tv network maliban na lang kung nabago na 
402,real,leody de guzman says the health sector should be prioritized by the government the labor leader adds that the health sector should be a responsibility of the gov t dapat responsibilidad ng gobyerno huwag nating ipaubaya sa pribadong sektor via 
403,real,tataas ng p kada kilo watt hour ang singil ng manila electric company ngayong buwan mula sa p noong enero ang kada kwh ngayong buwan ay magiging p nangangahulugan ito ng dagdag na p sa bill ng kumokonsumo ng kwh kada buwan tumaas ang generation charge o ang gastos sa paggawa ng kuryente mula p kada kwh ay naging p o pagtaas na p kwh the generation charge increase is primarily due to higher charges from plants under power supply agreements and wholesale electricity spot market saad ng meralco sa isang pahayag tumaas ang singil sa wholesale electricity spot market ng p kwh dahil sa mas mababang suplay bunsod ng maintenance outage ng mga planta ng kuryente bumaba naman ng p kwh ang kuryente mula sa independent power producers dahil sa paglakas ng peso kontra dolyar bumaba rin ang transmission charge sa mga residential customer buwis at iba pang singilin ng kabuuang p kwh hindi naman nagbabago ang distribution charge na napupunta sa meralco mula pa noong hulyo 
404,fake,hindi niyo karapatan na alisan kami ng disciplining powers binanatan ng kilalang broadcaster na si mr erwin tulfo ang mga may akda ng anit palo bill na kamakailan ay vineto o tinanggihan pirmahan ni pangulong rordigo duterte sa kanyang programang ilang mahahalagang tanong ang pinakawalan ni tulfo laban kina senadora risa hontiveros at rep bernadette herrera dy pag lumaki ang bata at nakulong papiyansahan niyo senadora hontiveros at congresswoman herrera dy pag naging adik adik ang anak namin dahil hindi ko pwede palusin at nagma marijuana na at nagsha shabu bibigyan niyo ba ako ng pang rehab ng anim na buwan at kung makapatay ang bata pwede ba kayo ang sumalang sa lethal injection isip isip naman banat ni tulfo ayon pa kay tulfo nasa kultura daw ng mga pilipino ang pagdi disiplina sa mga bata kinumpara pa ng beteranong mamamahayag ang pagpapalaki sa mga kanluraning bansa laban s pilipinas nasa kultura natin na hindi tayo bayolent pero nasa kultura natin na dinidisiplina natin ang mga bata para lumaki ng tama tignan niyo sa amerika pag napagalitan may dalang machine gune mina machine gun ang mga kaklase ani tulfo basahin ang ilang reaksyon ng mga kababayan natin sa naging pahayag ni tulfo laban sa anti palo bill tulad qu single mum tatlo mga anak qu lalaki bunso ko palagi sa computer shop pag kkagaling sa school ala na na nagagawa sa bahay dahil na adik na sa pag computer pati pag kain nappabayaan na puro lng aqu noon paala ala warning sa kanya ala na epek ginawa qu pinalo qu hangang ma upos ang walis tingting sa katawan niya yon awa ng dios okay na siya ngaun nagtino na bahay at school nlng kong pinabayaan qu yon malamang isa sa mga adik ngaun kaya kayo mga mambabatas wag niyo na paki alaman ang mga magulang sa pag deciplina ng aming mga anak dahil km mismo ang nakaka alam kong paano namin disiplinahin mga anak namin sabi ni m tapalla ang dami daming batas na pwdeng gawin riza hontiveros juskolord naman pati ba naman pag palo sa bata lalagyan mo na din ng batas bobo ka ba paano madidisiplina ang bata kung mag sasagawa ka ng ganyan sabi ni c bunsoy source erwin tulfo via pinoy kami 
405,fake,a youtube video falsely claimed that media personality kris aquino personally thanked presidential aspirant ferdinand marcos jr for offering aid to her 
406,fake,icymi a facebook post claimed naia was a project wrong the airport has existed long before ferdinand marcos took office terminal was constructed in but other terminals were built after his ouster in read the story 
407,fake,pag dumdating talaga ang panahon ng halalan makikita ang ilang kandidato na ginagawa ang lahat para maligawan ang mga tao at makuha ang mga boto ng mga ito may nangangako kumakanta at sumasayaw ngayong araw nagpakita si senatorial aspirant samira gutoc ng paghataw at pag indak ginawa niya ito sa welcome rotonda sa lungsod ng quezon kasama ni gutoc sa pagsasayaw sa kalsada ang ilang dancers ang ginawa na ito ni gutoc ay umani ng iba t ibang reaksyon mula sa mga kababayan natin sa social media ayon sa ilang netizens magaling daw sumayaw si gutoc kaya dapat ay mag dancer na lang daw ang senatorial candidate si gutoc ay bahagi ng otso diretso line up kasama ni gutoc sa grupo sina magdalo representative gary alejano human rights lawyer chel diokno former solicitor general florin hilbay attorney erin tanada election lawyer romulo macalintal former dilg secretary mar roxas at opposition senator bam aquino panoorin ang video mula sa philippines star ito po ang ilang piling komento mula sa facebook page ng philippine star magaling ka pala sumayaw mag dancer ka nalang dyan ka nalang hwag kanalng tumakbo wla ka naman kwenta don sabi ni m oxmax dapat pala zumba instructor hindi senator hahaha sabi ni g lyons tuwing campaign talaga bumabait nagiging ogag at katawatawa ginagawa lahat kahit magmukhang t a n g parang tingin nila sa mga botante ogag lang na pwede utuin sabi ni m sorreda hoy gutoc galing ah bka pag sa senado kna sasayaw sayaw ka na lng don sabi ni n postrado source philstar 
408,fake,icymi president duterte contradicted himself within two minutes about the impending investigation of the on alleged crimes against humanity in his read the story here 
409,real,the covid pandemic has amplified loneliness and isolation for older adults raising risks of anxiety and cognitive and physical decline 
410,real,samuel l jackson to receive honor at naacp image awards 
411,fake,who among the aspirants for the have been fact checked by vera files find out here 
412,real,this is the ultimate illustration that black lives don t matter as much as other lives 
413,fake,former lawmaker glenn chong has amplified on social media a false claim linking recent survey results to allegations that there was massive cheating in the elections via 
414,fake,as vp answered of questions correctly in the quiz but the viral clip was edited deliberately to show only her wrong answers find out how the other former vice presidential aspirants fared in the quiz 
415,fake,walang matibay na ebidensiyang totoo ang audio recording diumano ni ferdinand marcos sr tungkol sa bataan nuclear power plant 
416,fake,sa halip na mag ingay muli laban sa gobyerno pinayuhan ng malacanang si outgoing senator antonio trillanes iv na harapin ang seryosong alegasyon ng pagiging mastermind at pakikipagsabwatan sa sa liberal party lp sa umano y planong pagpapabagsak sa administrasyong duterte ayon kay presidential spokesman salvador panelo hindi umano dapat magpakasiguro si trillanes na hindi ito makukulong dahil sa seryosong alegasyon sa kanya ni peter joemel advincula alyas bikoy na utak sa black propaganda videos para siraan si pangulong rodrigo duterte at pamilya nito dalawang beses aniyang naglabas ng black propaganda si trillanes una ang umano y malaking bank account ng pangulo sa bangko bago ang presidential elections noong at ang pangalawa ay ang narco propaganda videos na itinuturo sa kanya after having been set free from incarceration by the previous administration one would expect him to learn his lessons and repay the nation that educated fed and clothed him with a record of selfless public service instead he evolved to be a political attack dog setting fire to a vicious black propaganda against the president who was then a city mayor of davao of having a fictitious bank account amounting to m pesos when the latter only had about sixteen thousand pesos deposited at the ortigas branch of bpi he deviously released this black propaganda a week before the presidential elections almost identical to the time frame of the release of the recent videos of bikoy before the midterm national elections the two black propagandas are eerily similar as to the timing of their release sabi ni panelo while many will wish mr trillanes good riddance as he is about to leave the hallowed halls of the senate at the end of june of this year we will instead wish him luck as he faces another prospect of being placed behind bars again as the self confessed black propagandist turns against his master even as his victims look forward to seeing the senate or better yet the government without the cantankerously obnoxious coup plotter dagday niya nabahag aniya ang buntot ni trillanes nang idiin ni advincula taliwas sa naging aksiyon nito nang unang lumabas ang narco videos na tuwang tuwa pa at panay ang banat sa pangulo idinagdag pa ni panelo na ang pinakamalaking maituturing na nagawa ni trillanes sa bansa ay ang nakatakda nitong pag alis sa senado matapos ipakita ang karakter nito bilang taga sira ng reputasyon ng mga tao tulad ng ginawa kay dating ret general angelo reyes na nagpakamatay dahil sa pambabastos at panghihiya nito na nasaksihan ng buong bansa mr trillanes greater service to the nation is his mandatory exit from the senate where he distinguished himself as a destroyer of reputations of people including causing the self extinction of a gentleman military officer whom he disrespected and humiliated before the nation sabi pa ni panelo 
417,real,during the kbp presidential candidates forum presidential aspirant manila mayor gave a glimpse of what he did in manila to address fiscal issues even with the threat of covid pandemic 
