,True Values,Content
375,real,pakiramdam na nasa bakuran na lang guesting lang actually bago ako pumasok ko eh ko lang parang series ko kuwento ni steven sa amin actually matagal nang request na mag guest ako sa kaso busy ako sa la cage folles musical na sa plaza last wala kundi panay lang mabuti think naman know may agreement na puwede mag guest artist sa sey ni steven wala ba naman tampo sa knowing na ultimate survivor reality artista search wala kung ako mabilis na tugon ni steven actually busy din naman ako sa theater la cage third theater production second sa works kasi first ko time wala ko mag theater na muna ako tapos nawala rin naman ako sa naman ako roon eh ko passion ko naman singing madalas sa akin sa lang ako ako sa theater kuwento aktor sa teatro si steven aminin na natin na sa theater money wala pera talaga oras mo don notice really enjoy may think three grown lot dami parang gumanda raw boses ko mas gumaling ako sa performance ko think kapalit doon sa theater don get money get good experience sambit binata ba naiinggit sa na push talaga naman naman tugon sana push din naman kasi end day nasa network di ba sana push network na lang lang kundi leaving good na ba kung ako wan na stay wala na kontrata sa still talking renewal contract nag contract ko sa plano
376,real,wealth tax people initiative concrete plan sa na lalo na congress na maipasa live
377,real,chair justice said bar taking testing country bar via
378,fake,base sa world bank infrastructure ni ay na foreign deficit sa billion
379,real,sa pagharap sa na ba vice presidential ni senate president kung nararapat na na pangulo
380,real,good morning
381,fake,post project wrong airport long took office terminal built ouster read
382,real,ready covid vaccination
383,fake,city police army post falsely six makabayan bloc
384,real,pulis nasawi di sa pito katao nasugatan nang salpukin bus utility vehicle sa gabi dead spot sina retired police ayon sa ulat provincial police kabilang sa sugatan kasama si tauhan din bureau fire protection sugatan din government employee na si si dandy ariel earl pasahero p passenger bus na sangkot sa salpukan insidente alas sa bahagi maharlika highway na sakop pansol nina lulan adventure nang masalpok p bus na dala ni julio sa lakas impact ay napinsala adventure na ni pa patungo sa na dala pati na sa bahay sa gilid kalsada tauhan municipal disaster risk reduction management office sugatan sa ospital lumabas sa inisyal na imbestigasyon na bus pang sasakyan sa kurbada sa kasalubong na adventure ayon naman sa ulat sa radyo sakay adventure residente ay galing sa camp lim laguna kung san requirement para sa promotion sumama sa na si residente din para naman pensyon ayon sa ulat
385,real,certified register free
386,real,senate committee finance cover percent severely wasted percent partially wasted pati pondo kasi para sa pagkain bata sa paaralan ay kulang din also thing budget malnutrition pondo ayon kay aniya kasi gobyerno pagkain sa kakulangan silid aralan guro pang eskuwela halaga ay dagdag na rin sa p bilyon na department social welfare development sa na sa p bilyon balak na pagkain sa loob na buwan may estudyante na limang taong gulang na nag sa day care center naman ni senator grace poe paglalaan budget upang matiyak kalusugan kabataan sa bansa
387,real,tumanggi na pangalanan limang personalidad na sa ilegal na sinabi ni elaine tan na agad na ni immigration chief na sa imbestigasyon matapos sa insidente na sa condominium sa makati city
388,real,governor tate bill law use medical marijuana certain state become th nation enact use marijuana medicinal
389,real,inflation percent base year
390,real,fast food giant open first restaurant west
391,fake,nalikom presidential commission good government sa nakaw na yaman ay sa bureau treasury
392,real,strengthen recover ill gotten wealth bansa natin sa magnanakaw sa gobyerno watch
393,fake,na rin sa wakas si sa serye na na sangkot umano sa ilang kaanak presidente din sa si kitty menor de edad na anak pangulo pangulo pagganti sa taong nasa black propaganda black propaganda pati yang anak ko na si old drug addict may ipalabas ako wait buwelta presidente ayon sa presidente intelligence report patungkol sa video know ninyo yang kalokohan ilabas ko yan days pine perfect ko lang intelligence report us another country banta pangulo kabanata sa video series na may pamagat na list ay miyembro umano drug syndicate si presidential son paolo pa dokumento pirma para patotohanan akusasyon agad nang lumutang si mayor datu para na pirma ay ninakaw sa sa video sa kabanata video series ay din si dating special assistant president bong go na konektado din daw sa may tattoo umano sa na katunayan na kasapi nga sa sindikato paratang na ay agad ni go nang ipakita na tattoo sa panoorin talumpati presidente sa source datu
394,real,franchise sabong e sabong studied deeply gambling family society via
395,fake,misleading post certain ding last may liberal party get election commission read
396,fake,page posted day photo showing woman offering mar rope tied noose
397,real,watch live first lady host event reignite cancer program
398,fake,page fake quote bobo stupid senatorial bet mar read
399,fake,iba news ni sa siege bago nito ay rin refugee june
400,fake,taliwas sa pahayag ni nasa opisyal sa norte sa
401,real,episode wala sa bansa ni bossing na nag guest nga raw dalaga may na din sa amin na maganda nga raw outcome exposure ni guesting ni sa na noon pa sa sa pagkakaalam din ay management artista mag guest sa network na lang kung na
402,real,de health sector government labor leader health sector responsibility gobyerno ipaubaya sa sektor via
403,real,p kilo watt hour singil manila electric company buwan sa p buwan ay magiging p dagdag na p sa bill buwan tumaas generation charge gastos sa kuryente p ay p pagtaas na p generation charge increase primarily due higher power supply wholesale electricity spot market saad sa pahayag tumaas singil sa wholesale electricity spot market p sa mas bunsod maintenance outage planta kuryente bumaba naman p kuryente sa independent power sa paglakas peso kontra dolyar bumaba rin transmission charge sa residential customer buwis iba pang singilin p naman distribution charge na sa pa
404,fake,karapatan na alisan broadcaster na si may akda anit palo bill na kamakailan ay pirmahan ni sa ilang tanong ni kina senadora rep pag lumaki bata senadora congresswoman pag adik adik anak ko marijuana na ba ako pang anim na buwan kung bata ba kayo sumalang sa lethal injection isip isip naman banat ni ayon pa kay nasa kultura daw disiplina sa bata pa mamamahayag pagpapalaki sa bansa nasa kultura natin na nasa kultura natin na natin bata para lumaki tama sa pag may dalang machine mina machine gun kaklase ani basahin ilang reaksyon kababayan natin sa pahayag ni sa anti palo bill single mum anak lalaki bunso ko palagi sa computer shop pag sa school ala na na sa bahay na adik na sa pag computer pati pag kain na puro noon ala warning sa ala na ma upos walis tingting sa katawan yon awa na na bahay school pinabayaan yon malamang sa adik kayo wag na magulang sa pag anak disiplinahin anak ni dami batas na gawin naman pati ba naman pag palo sa bata lalagyan mo na din batas bobo ka ba bata kung mag ka ganyan ni c source via
405,fake,video falsely media personality kris personally presidential aspirant offering aid
406,fake,post project wrong airport long took office terminal built ouster read story
407,fake,pag talaga halalan ilang kandidato na para tao makuha boto may araw si senatorial aspirant paghataw pag indak sa welcome rotonda sa lungsod kasama ni sa pagsasayaw sa kalsada ilang na ni ay iba reaksyon sa kababayan natin sa social media ayon sa ilang magaling daw sumayaw si ay mag dancer na lang daw senatorial candidate si ay bahagi otso line kasama ni sa grupo sina representative human lawyer former solicitor general florin attorney election lawyer former secretary mar opposition senator bam panoorin video sa star po ilang piling sa page star magaling ka pala sumayaw mag dancer ka ka tumakbo ka naman don ni pala instructor senator ni g campaign talaga n g parang tingin sa botante lang na utuin ni hoy galing ah pag sa senado sayaw ka na don ni n source
408,fake,president within two impending investigation humanity read story
409,real,covid pandemic loneliness isolation older raising anxiety cognitive physical decline
410,real,l receive honor image
411,fake,among fact checked vera find
412,real,ultimate illustration black don matter much
413,fake,former lawmaker social media false claim linking recent survey massive cheating via
414,fake,correctly quiz viral clip deliberately show wrong find former vice presidential quiz
415,fake,matibay na totoo audio recording ni sa bataan nuclear power plant
416,fake,sa na mag ingay sa gobyerno si outgoing senator na harapin alegasyon mastermind pakikipagsabwatan sa sa liberal party sa umano pagpapabagsak sa ayon kay presidential spokesman umano si na sa alegasyon sa ni peter alyas na utak sa black propaganda para siraan si pamilya nito beses black propaganda si umano bank account pangulo sa bangko bago presidential ay propaganda na sa set free incarceration previous administration one would expect learn repay nation educated fed record selfless public service instead political attack dog setting fire vicious black propaganda president city mayor fictitious bank account latter sixteen thousand branch deviously black propaganda week presidential almost identical time frame release recent national two black eerily similar timing release ni many wish good riddance leave hallowed senate end june year instead wish luck another prospect behind self black propagandist turns master even look forward seeing senate better yet government without cantankerously obnoxious coup plotter aniya buntot ni nang idiin ni taliwas sa aksiyon nito nang lumabas na tuwang tuwa pa panay banat sa pangulo pa ni na na ni sa bansa ay nakatakda pag alis sa senado matapos ipakita karakter nito taga sira reputasyon tao kay dating ret general na sa pambabastos panghihiya nito na bansa greater service nation mandatory exit senate distinguished destroyer people causing self extinction gentleman military officer nation pa ni
417,real,presidential forum presidential aspirant manila mayor gave glimpse manila address fiscal even threat covid pandemic
418,fake,na imbento ni presidential son paolo pulong na video sa social media na sa lalaki na nag sa kaniya sa sindikato sa anim na video na may pamagat na episode narrator listahan halaga na sa umano bank drug lord code sa post naman ni pulong may inisyal na j na nasa video na sa social media na nag sa sa sindikato na polo delta paolo wow ha kung ka wagas galit ka kay kasi smuggling mo bigas asukal j banat ni galit ka sa akin kasi di kita sa eroplano kasi hambog ka pansinin na kita kasama kamay ko na kasing laki mukha mo pag yan yan balita dagdag pa naman na uri black propaganda video para kay presidential kuwenta kabalbalan kritiko video samantala ni chief video na raw pa iprisinta sa korte question timing also po kung unlikely ko nga lang ako kung tara ay nasa formal report pa unlikely na ka formal report kung ani batid na rin umano drug enforcement agency video sa ay raw sapat para imbestigasyon like post social media unless po provide us furnish us law enforcement pertaining mahirap pong magsabi diyan sa po paliwanag ni derrick tagapagsalita
419,real,move boost fleet comes time domestic travel united staging recovery despite disruption omicron variant
420,fake,tiktok video human dictatorship never proven court false find court case law era fact check
421,fake,na sa na bansa sa south korea na ayon sa ulat news daw pinakamalakas na warship bansa daw para sa sa teritoryo sa naman pang warship luna ay south company na heavy p bilyon kontrata sa proyekto ay department national defense navy high command heavy south ambassador sa navy headquarters sa sa malupit na armas barko ay main gun calibre remote gun din anti ship system anti aircraft sonar torpedo din command management system na utak ay gawa ay parte frigate acquisition project department national defense forthcoming frigate going launch advanced powerful weapon system navy also entire armed pahayag ni navy chief captain may ilang media na nag ulat na daw si noo special assistant president bong go sa pagbili warship akusasyon kay go ay opisyal navy din ni si go sa bintang source
422,fake,may impormasyon na radio anchor na si sa recount na para sa vice presidential election sa radio program soon vice president ayon sa impormante ni sa loob supreme court may daw na fake na bilangan sa nagtatanong po sa recount ni dating senador ongoing po recount may pong fake eh makina eh doon sa sa akin impormante doon sa pahina anim doon ay sa sur sa sa oriental balwarte liberal fake taga supreme court na lang lang kundi makina na fake eh papaano pa ni din ni sinabi tagapagsalita ni vice president na si attorney sinabi ni na game na daw recount po kampo ni madam kaibigan si attorney na game na baka game kayo game kayo ma game baka pagdating taga madam vice president game umalis ka na diyan sa opisina mo wag maniwala banat pa ni din ni taga ni na maghintay na lang kaunti malalaman na rin resulta source
423,real,police gunfire broke afternoon south education center suburb found two shot sidewalk
424,real,certify urgent transparency government also issue executive full disclosure government interim via
425,real,informed flash news need know today read
426,real,new sen ben ray office year old suffering stroke make full recovery
427,fake,matapos kay lee city kung mukha na kaso pagpatay sa mukha biktima sa antipolo wala buhay tagpas mukha wala damit pang na grade student na si may ayon sa rin daw na biktima wala na raw saplot sa bahagi katawan malakas paniniwala na rape victim bata parang lamog mukha bata may putik parang pinukpok ni chairman allan na primary suspect sa dumal na krimen ay tiyuhin biktima na si jimmy raw kasama dalaga buhay pa daw nito pa ma determine death may school na pahayag ni commander naman ilang kababayan natin na maglabas sama loob sa sa dalagita death penalty katapat parusahan yang nga hayop n yan n rapist killer n yan n n patayin n yan tao demonyo n yan ni na sa dami rape magulang naman ingatan n anak naglipana na sa laman masaklap sa loob pa tahanan ni alba kung me death penalty sana para deterrent sa kung di man deterrent naman halang kaluluwa ni j source
428,fake,kung pag lawak fan base artista sa listahan tanyag na aktres nina angel pang iba salamat sa social media subalit bago pa man mauso iba social media na dahilan upang ganap sa buhay sikat na artista na aktres nag na titulo sa batay sa kasikatan parangal tagahanga sa sa kasalukuyan na na kinikilala batikan award winning na sina diamond star star sa page na old manila throwback ay literal na tagahanga pilit silang subalit sa tunay na buhay naman ay tagahanga nga ba sa linya na himala brother pig iyan ay tatak na ni hall kabilang sa nominasyon panalo sa award giving gawad star luna young circle metro manila festival pacific screen film pang iba sa na pelikula taong himala gamugamo bulaklak sa city jail story thy womb napakarami pang iba ring tagahanga umaasam na alagad sining para sa pelikula din sa iba gaya bituin si naman ay kilala na mang aktres talk show host product endorser reality talent show judge din hall box office queen sa napakarami parangal na rito bukod pa sa iba pang local international award giving pelikula ningning dear heart bukas tala pasan ko daigdig ka man pangako sa yo crying ladies magkapatid napakarami pang iba bukambibig pa rin na linya sa pelikula ko bukas tala never partner wife gutay gutay na katawan n yo pati na kaluluwa n yo gutay gutay na rin pang iba masalimuot man buhay pag happily married kay senador kasama anak tunay brilyante si diamond star na kilala rin queen patuloy pa rin movie career sa heart daddy ay na taong gulang pa kabila rin natanggap parangal best actress sa local international award giving gawad gawad tanglaw film television achievement pasado golden dove napakarami pang iba diamond star sa drama kundi sa komedya pagpapatawa sa sa napakarami pelikula en darating umaga inday bote ka lang sa lupa super inday golden soltera mila inang yaya napakarami pang iba na linya diamond star masikip tubig mabaho pagkain putik get house don need parasite iba pa rin iba sa en en bida si mister bida si sa kasama sa cast general daughter na ni angel man sa pelikula abala naman star certified public official sa hawak grand slam queen queen na humawak box office queen sa tabing mapansin acting prowess star season nang mag audition para sa liit kung napili pang best child performer simula noon pelikula na gaya bakal kabibe kuba burlesk queen ding relasyon bird ako gaano sister stella l anak bata pata pa ka dekada everything napakarami pang iba halos award giving sa ay kahusayan sa pagganap sa katunayan lifetime achievement award sa kontribusyon sa larangan pelikula rin pagganap sa sa episode maalaala mo na regalo kasama si sa na si si si na malay para kang bukas sa kumain kung kung kailan pa wala masama ding bato dali anak pag magulang tawag sa ulila mag asawa nawala asawa tawag sa balo ina anak tawag sa anak sina na host na happily married si kay dating senador ralph recto saloobin naman na mo nang tagahanga ni ilang ako mata pa lang na go idol kita simula noon diamond star ako comedy ayos best among rest magagaling ka ba
429,fake,pahayag na ni na putulin para tawa
430,real,magkakasabay na laro saya sa sa ave malapit sa air force one sa city sa kawit sa freedom park sa sa kawit sa circle sa memorial circle sa diliman city linggo naman laro saya sa sa green grounds sa ermita manila sa harapan manila hotel kalabaw sa kilometer marker proyekto ay ni chairman executive director project director project manager si research chief marketing director si ibay kawit area si quinto si sa programa sa sina lina warren eric sa sina anna beth olive
431,real,de government rely private via
432,real,sugat sa katawan si barangay san na tumakas na na si
433,real,newspaper daily star wisdom let support
434,fake,quote card fake local news platform global daily mirror whose contact seen post graphic read
435,real,old city away congested cacophony gleaming modern churning covid vaccine would nose rather blood
436,fake,video na ay galing sa live ni audio
437,real,ayon sa ay bunga maluwag na inflation rate bunsod presyo langis sa buwan na porsiyento inflation rate para sa porsiyento sa
438,fake,ayon sa office vice president may proyekto na sa bago pa man siege sa angat buhay program na
439,fake,dati nang humingi tawad si chief presidential legal counsel kay sa presidente sa c na may dalang relief goods
440,real,daughter court together first time since murder death allegedly silicone illegal butt lift procedure
441,real,large iceberg broke glacier along sea ice blocking two research examining fast crucial ice shelf falling apart
442,fake,totoo na th month pay kay
443,real,though set institution operating partisan fray federal reserve become political football business joe serve central bank board
444,fake,senate hopeful claim scientific basis efficacy medical marijuana false
445,real,photo bar pandemic
446,real,presidential aspirant labor leader said end long insurgency problem country giving new people army specifically land reform social
447,real,proof shown tiktok video match national statistics office known statistics authority supposed
448,fake,general education program curricula various tertiary education k program contrary senate bet dan claim read
449,real,sa advisory civil engineer licensure sa city albay sa region city sa bago manalasa ruby sa lugar na
450,real,live panel discussion presidential forum
451,fake,pasado na sa ikatlo pagbasa batas na na bawalan sinuman na magsagawa marahas na sa bata layon din nito na karapatan kabataan panukala ay sa na naman tumutol naman sa kababayan natin batas ayon sa anak ayon sa pamamaraan na din na sa panukala kung kayo sang ayon ba kayo sa batas na source
452,real,iba aktibidad presidential vice presidential sa rin pananaw sa ilang isyu bisitahin para sa latest
453,fake,page community posted misleading photo rally government slow response rehabilitation
454,fake,nagpapatunay na kampo liberal party may pakana sa hacking sa
455,fake,ni na na sana sa para sa interview na reschedule raw na bumangga sa iba pa engagement
456,fake,may virus di scam link sa social media sa pamimigay umano ayuda
457,fake,get latest joining community
458,real,arestado na umano babae sa amusement park sa city sa police report na kahapon police na si yang na sinabi biktima na kasama kaibigan sa horror house star city nang hipuan ni agad na biktima sa security guard na agad hinuli si na biktima lasciviousness kay think talaga maparusahan kasi parang wala lang tapos tapos wala pakialam e sa na ina biktima sa panayam gusto pa settle settle na parang bayaran ko matanggap na parang tingin sa tin talaga panagutan dagdag pa sinabi naman bureau immigration na para ma deport silang mag file charge sa para ma deport ma ni natin tino tolerate action sa bansa visa ay free pass para gawin n ya kalokohan n ya pa
459,real,couple give bulk fortune bill foundation spent billion first two focus poverty inequity disease
460,real,competition commission passage measure year old public service act monitor impact foreign ownership several competition country
461,real,got figure ways empower make sure stay land one ways do sen tester said
462,fake,among fact checked vera find
463,real,kahon panty liner na mahigit p tauhan national bureau investigation intellectual property division sa raid sa antipolo city ayon kay team leader na operasyon alas hapon kamakalawa nang salakayin direct sa unit building circumferential road antipolo sa bisa search warrant na manila regional trial court branch na pag ni mae ay mahigit limang kahon panty liner ani operasyon matapos silang reklamo sa panty liner ukol sa pagkalat produkto matapos ilang test buy agad na operasyon na sa produkto wala naman may ari na si nang isagawa raid si sa paglabag sa infringement paglabag sa republic act
464,real,learned do better next time p sa hina sa landline ko audio via
465,fake,ni vice president sa day care center sa sa storytelling session sa kabataan ni libro mag na may pamagat na dilaw istorya libro ay sa may na mahilig sa dilaw si ay kasapi sa partido liberal na kilala sa kulay dilaw source
466,fake,contrary report retired supreme court associate justice file petition disqualification read story
467,real,sa kabila akusasyon katiwalian pa rin si vice president c binay sa sa election ayon sa resulta survey social weather station
468,fake,office vice president partner raised aid brought support affected typhoon belying spread meme
469,fake,video appear manila mayor making fun vice president
470,fake,may live video senatorial candidate application ultraviolet light help spot shaded misleading
471,real,umabot na sa mahigit kaso tigdas kabilang nasawi sa nakalipas na mahigit buwan ayon sa department health base sa datos sa epidemiology bureau taon kaso tigdas na may nasawi na porsiyento sa nasawi ay may edad na buwan samantalang edad naman sa tigdas ay buwan kung porsiyento ay may edad na porsiyento sa kaso ay wala pang siyam na buwan sinabi pa na porsiyento tigdas ay kaso tigdas sa national capital region na may kaso nasawi na may kaso na nasawi central kaso na may nasawi western kaso na may na nasawi sa northern na may kaso limang nasawi nauna nang measles outbreak sa metro manila central western eastern measles outbreak involved number loss public confidence trust immunization program brought controversy one many vaccine hesitancy country
472,fake,umangat taon sa rule law index world justice project kung noon ay nasa ika na ay nasa ika na na bansa sa survey sa sa na bansa para malaman bansa ilang sa sa survey ay limitation power government law corruption government order security regulatory enforcement criminal ayon naman sa ulat manila bulletin sa taon survey daw rule law sa ilang bansa sa positibo naman pahayag sinabi organisasyon na mas bansa index score pagdating sa kawalan naman resulta world justice project rule law index ayon sa palasyo patuloy na gobyerno para makamit layunin nito administration tirelessly working since day one global rank ni presidential ayon pa kay pagtaas daw sa survey ay umano sa gobyerno administration development plan following strategic social fabric inequality reducing transformation increasing growth potential dagdag ni sinabi naman ni na tumulong din iba sangay gobyerno para na katarungan ay executive branch however do alone four universal world justice project rule law framework include accountability open government accessible impartial dispute resolution require support government ani source
473,real,new york university offering new course swift
474,fake,interview vice president page insinuate running president save liberal party
475,fake,surrounding government covid vaccination foreign policy june back president major final year office watch
476,fake,republic act vagrancy ordered release charge
477,fake,former broadcaster jay erroneously water distributed office vice president paint lead content
478,real,issue reclamation ako tutol sa reclamation per case lang po magkaroon assessment tanungin kalikasan masira via
479,real,ni concert linggo sa center sa n nang makuha taong gulang sa audience atensiyon matapos tanggapin regalo sa manonood emosyonal singer sa pangyayari
480,real,ni police de hepe city police district police station sa na si residente new york mansion na sa st barangay e city
481,fake,say warped version remark made interview morning news program network read story
482,fake,kontrobersiya city matapos na makunan video hepe tauhan na nag sa loob police station sa city sa video hepe na si police col tauhan nito na sa sa may na lalake pulis na sibilyan nakauniporme din sa video pulis na alak sa panayam kay col nito na nasa video umano happy hour tropa na may silang operasyon kinabukasan umano happy hour party napatay pulis may pagkakamali ako don ko tropa happy hour ako kasi ko estasyon seguro naman sugal talaga sir tong parang katuwaan lang pampatay oras din sir maliit lang ani kasabay pag amin na may mali sa ni nakahanda umano humarap sa imbestigasyon tanggapin magiging kaparusahan nito ako handa naman ako humarap sa imbestigasyon don sa video na handa ako humarap kung may punishment dagdag pa ni
483,fake,date scientific evidence link use development according medical post four main back claim
484,fake,former senator organize moro secession declare martial law
485,fake,social media graphic supreme court decision claim stole nothing three wealth ill gotten
486,fake,department science technology na hinog na para magkaroon na space agency ayon sa may sapat na daw na bansa say capable ready space agency ayon kay secretary de la pena sa press conference pa ni de la pena daw sa iba larangan na ahensiya national added security hazard management progressive climate refined space research farming environmental among pa kalihim na batas na sa kongreso para sa pagbuo ahensiya na batas sa senado ay pa rin milestone able receive information enhancement weather forecasting disaster management preparedness national security industry building research education international dagdag pa ni undersecretary panoorin ilang video na sa pagbuo space agency basahin reaksyon ilang kababayan natin sa space agency good luck god bless praying immediate approval implementation bill space agency ni yes making known world make advance system profit din bansa sana magtulong x po para sa improvement bansa thank effort rin sana na scientist di utak ako maabutan ko pa ni r thats case dami dumaan na presidente wala pang ganyan open space agency country needs billion start research ni e government needs fully support man natin mapakinabangan na henerasyon naman bansa na naman makinabang sa talino ni j source
487,fake,proyekto dating
488,real,na statement swiss tennis federation na pares ay decided make available para sa tie na nakatakda sa liege sa
489,real,may pag atake sa din sa president sa sultan sa sa north ani mama nagbabala pa pag atake biff bahagi jihad holy war grupo sa lalo na aniya na silang kasapi sumanib na sa biff iba ay sumang ayon sa pag gobyerno moro liberation front dagdag pa ni mama usapan ay sa paglagda sa kasunduan para sa pagtatatag region sa
490,real,dahilan kung mababa preference approval ni sec mar sa survey pulse social weather station wala alegasyon sa kay vice president binay masipag naman sa kasama ni sa okasyon typhoon ruby ay nasa eastern nag sa rescue sa biktima lumabas pa nga sa social media sa motorsiklo nang helmet sa lugar sa nag nga ni columnist mon sa na purihin makakuha napakalupit kritiko pa si mar na naman
491,real,jury selection trial ex police officer involved raid next week inclement weather
492,fake,senator said sorry president upset chief executive protecting also cheap politician misleading video
493,fake,remark allegedly made former senator already read
494,real,monopoly electric grinder
495,real,times inquirer news initiative partner inquirer plus visit get free day access today
496,fake,page blessed misleadingly otso linked certain associated administration former president read
497,real,doctor safety jab amid
498,real,senator ping inability name bribe giver emissary incorruptibility claim via read
499,real,kinakailangan via live
500,real,dev authority agree ako na mahalaga na maayos tourism authority ako agree na boses boses local unit
501,fake,ad estrada special program employment needs context read
502,fake,sa pagdalo ni sa airport modernization project sa presidente tao sa pagtitipon kung gusto ba si chief inspector sa lugar positibo sagot tao agad pangulo si national police chief para si sa si chief inspector sa raid sa bahay pamilya kung namatay alkalde na si mayor pang iba si ay kasama sa drug list ni ayon sa pangulo patuloy pa rin daw pananakot sa lugar gusto ubusin lahi yang pamilya ihinto na pananakot wipe face earth ko talaga kayo pati yang police ko kayo sa sa airport palang ko na kayo airport said want back ipaubos ko order ko kay ubusin angkan ni mayor ni pangulo tila naman kababayan natin pahayag presidente sa source news
503,fake,totoo na martial law bansa sa banta komunismo bagkus nito demokrasya lumaban sa sa underground movement
504,fake,ilang tao sa shrine sa people power para gunitain ika anibersaryo people power revolution ayon sa ulat sinabi daw police na umabot umano sa katao sa lugar sa sa pagtitipon ay sina dating education secretary dating agrarian reform secretary si may mas kilala sa tawag na change tayong ilang kababayan na pagtitipon sa sa manila bay clean event ay kick event para sa manila bay na humigit katao basahin ilang reaksyon sa post news page yan pala libo mas pa ata dumalo manila bay eh po promise ni cassie mas pa linis manila bay otso ko nu na pu boto ni e sa manila bay pa ungas move na na sa kasaysayan tama na yan ni pustahan pag mu di ni libo libo ba yan eh mas pa yata deploy na pulis pa need celebrate wala resulta sa pangulo may ba pat puro corruption pagpapayaman lang pondo ni kayo sa inyo na traffic ako sa pupuntahan ko next time dun n lang kayo mag punta sa harap bahay sa ni source news post
505,real,super random inspiring journey road leading country first gold find wherever get inquirer today
506,real,commitment uplift life president kung ko para sa hirap pamilya din pangarap ko na sa kahirapan via
507,real,sagot na giving money since lagi na wala sa na batas via live
508,fake,balak si na tulungan miyembro new people army na magnitude na lindol sa eastern ay kaugnay ulat na sa miyembro buhay sa pagtama malakas na lindol ayon sa pangulo na opisyal gobyerno na pag na mailigtas miyembro grupo kasabay nito rin pangulo na pamahalaan para hukayin miyembro pagka doon mong tulungan na may doon na sampu tell like spend one centavo fuel equipment retrieve angry ayon sa pangulo
509,real,jail congestion due drug would rather go problem supply chain na nawawala na production bulto bulto must problem point entry
510,real,gay penguin couple egg early last month
511,real,sa na anak tiyahin dalagita sa mag asawa madalas pag awayan mag asawa paglayo anak na sa sa asawa kamakailan matapos igiit mister na ibalik sa poder anak saksak sa dibdib na para kaso sa asawa kasunod nito kasama tiyahin ay lakas loob na ring sa pulisya dalagita para ireklamo sa ama sa
512,fake,senate hopeful de school youth figure million official estimate read
513,real,commitment uplift life president via live
514,real,country major ratification measure registration mobile phone subscriber identity module expressed preparedness implement becomes law
515,fake,kris health critical condition claim
516,real,sa katotohanan ay kasabay tanawin ay sa pagtatayo pamilihan komunidad yari sa bakal salamin kongkreto kredito ay para sa sektor na alab ay sa na real estate boom ilang taon nang tumama sa financial crisis sa pagdami lokal turista pangangailangan sa hotel iba pang naman tatak hotel sa daigdig ay na rin sa pagtatayo hotel sa kahirapan ay mas matindi sa lalawigan sa lungsod sa pananaw nakatutulong real estate boom upang mabawasan epekto industriya ay sa lalawigan sa labas metro manila sa sa sa real estate gaya alliance global vista land ay proyekto sa iba panig kapuluan ay mall master hotel tanggapan para sa industriya business process maganda rin epekto real estate boom sa tingian
517,fake,naman na siguro na tutol si senadora sa pagpapababa sa edad criminal sa kabataan sa pahayag na pa nga daw taasan edad edad para magkaroon criminal liability bata ay bring back also bring back difference keep move minimum age criminal responsibility na sa global trend ni ayon kay base daw sa mature daw kababaihan sa edad lalaki naman ay mature sa edad na sa ulat kung research sinipi ni nito panoorin video kung kung ilang kabataan ilang kababayan natin na batikusin si patunay na pulitiko makinarya na kayo mananalo ulit itaga sa bato maawa kayo sa sa yaya gamot ko tumataas ko ni magsalita masama ako ka pa senador lisa ko maintindihan kung ka pa senador ni pereira na fake news legit na na paurong utak nito ni w tung na kundi parati nga rin di din sa inyo kayo tung paurong utak gong x ni r gawin na natin old sabay na sa senior taba utak ni ni v san research team feel sorry sa bulsa ko sa taba utak neto sayang tax ko ni source
518,fake,get latest join community
519,fake,viral post procedure adopted commission personnel defective vote counting misleading read
520,real,man accused former real orange county star pointing gun incident said
521,fake,aktor na si robin si representative otso senatorial bet na totoo sa bumisita sa island sa post ni robin sinabi nito na lang puro salita banta sa pagpunta sa island ituloy na para gayahin wag natin daanin sa pulitika kabayanihan puro sa china gayahin natin sultanate ipakita natin sa china na handa rin tayong katipunero na sundan yapak ayon kay robin saad pa na sa kasambahay na si anak kung kumasa si sa pagpunta sa teritoryo sa west sea na ako sa asawa anak katunayan wala na sa bansa nandon na sa amang ani robin handa na rin mamatay si robin para sa inang bayan handa gayahin katipunan na buhay para sa bansa kundi mamatay para sa matanda na rin ako ayaw ko mamatay sa sa kotse kaibigan kayat gawin natin beses tutal katipunan dala nga every hundred must come medyo long overdue na na katipunan revolt saad ni robin idamay sa isyu na kawawa taong bayan lalo nang china sa kayat natin lakad lumusob sa lumusob gayahin natin wag kang mag alala ako sa plano mo ka marahil mas magaling ka sa akin sa military tactics gawin na natin wala sa plano yakapin na natin bayani sa na marahil mabuhay natin katipunan sa puso magising sa mahimbing na dagdag aktor
